{uuid},{properties.title},{properties.url},{properties.guardian},{properties.description},{properties.type},{properties.id},{properties.thumbnail},{latitude},{longitude},"{$.@id=""https://w3id.org/locolligo/VisitPlus-UK""}","{$.indexing=""indexing_VisitPlus-UK.json""}"
1315,Lockeridge Dene and Piggledene,https://www.nationaltrust.org.uk/lockeridge-dene-and-piggledene,National Trust,"Streams of lichen-rich sarsen stones litter the landscape and provide a safe environment for many species of plants, insects and birds.",,6106,,51.404998,-1.795089,,
1316,Lodge Park and Sherborne Park Estate,https://www.nationaltrust.org.uk/lodge-park-and-sherborne-park-estate,National Trust,"England's only surviving 17th-century grandstand, within a tranquil Cotswold estate full of diverse wildlife",,212,,51.8069,-1.79225,,
1317,Long Crendon Courthouse,https://www.nationaltrust.org.uk/long-crendon-courthouse,National Trust,Medieval courthouse,,210,,51.775002,-0.98567,,
1318,"Longshaw, Burbage and the Eastern Moors",https://www.nationaltrust.org.uk/longshaw-burbage-and-the-eastern-moors,National Trust,Excellent walking country with ancient woods and tumbling streams,,213,,53.316263,-1.600686,,
1319,Lorna Doone Valley,https://www.nationaltrust.org.uk/lorna-doone-valley,National Trust,Mystical valley and peaceful walks in countryside made famous by RD Blackmore,,90009,,51.216183,-3.728033,,
1320,Loughwood Meeting House,https://www.nationaltrust.org.uk/loughwood-meeting-house,National Trust,Atmospheric 17th-century thatched Baptist meeting house,,211,,50.788428,-3.061108,,
1321,Ludshott Commons,https://www.nationaltrust.org.uk/ludshott-commons,National Trust,One of the largest remaining areas of heathland in east Hampshire,,6158,,51.1084,-0.77936,,
1322,Lundy,https://www.nationaltrust.org.uk/lundy,National Trust,"Unspoilt island, home to a fascinating array of wildlife amidst dramatic scenery",,214,,51.1735,-4.67047,,
1323,Lydford Gorge,https://www.nationaltrust.org.uk/lydford-gorge,National Trust,"The deepest river gorge in the South West, with 30m high waterfall",,217,,50.641089,-4.1102412,,
1324,Lyme,https://www.nationaltrust.org.uk/lyme,National Trust,"Glorious house, surrounded by gardens, moorland and deer park",,215,,53.337002,-2.05322,,
1325,Lytes Cary Manor,https://www.nationaltrust.org.uk/lytes-cary-manor,National Trust,Intimate manor house with Arts and Crafts-style garden,,218,,51.036701,-2.67134,,
1326,Lyveden,https://www.nationaltrust.org.uk/lyveden,National Trust,Intriguing Elizabethan lodge and moated garden,,216,,52.458401,-0.5502,,
1327,Maidenhead and Cookham Commons,https://www.nationaltrust.org.uk/maidenhead-and-cookham-commons,National Trust,An historic landscape full of natural beauty,,6119,,51.559538,-0.714663,,
1328,Maister House,https://www.nationaltrust.org.uk/maister-house,National Trust,18th-century merchant's house,,219,,53.743301,-0.32944,,
1329,Marker's,https://www.nationaltrust.org.uk/markers,National Trust,Medieval hall-house.,,90006,,50.765734,-3.4400087,,
1330,Market Hall,https://www.nationaltrust.org.uk/market-hall,National Trust,Outstanding 400-year-old Cotswold market hall,,4550,,52.050686,-1.780686,,
1331,Marley Common,https://www.nationaltrust.org.uk/marley-common,National Trust,"Coconut-scents, purple heather and intimate woodland walks",,6061,,51.073106,-0.7356069,,
1332,Marloes Sands and Mere,https://www.nationaltrust.org.uk/marloes-sands-and-mere,National Trust,"Escape to the Marloes Peninsula, a hidden gem nestled on the very western edge of Pembrokeshire. Stunning seascapes and a wealth of wildlife are waiting to greet you.",,5105,,51.726572,-5.218818,,
1333,Marsden Moor Estate,https://www.nationaltrust.org.uk/marsden-moor-estate,National Trust,Take a walk on the wild side and enjoy the rugged moorland landscape.,,223,,53.601845,-1.93045,,
1334,Max Gate,https://www.nationaltrust.org.uk/max-gate,National Trust,Atmospheric Victorian home designed by Thomas Hardy,,221,,50.707901,-2.419803,,
1335,May Hill,https://www.nationaltrust.org.uk/may-hill,National Trust,Wild and open landmark crowned with a distinctive row of pine trees,,5106,,51.888107,-2.4431175,,
1336,Melford Hall,https://www.nationaltrust.org.uk/melford-hall,National Trust,Discover the stories behind this eclectic home.,,224,,52.0844,0.7281,,
1337,Mendip Hills,https://www.nationaltrust.org.uk/mendip-hills,National Trust,Dramatic gorges and ancient woodland rising above the Somerset Levels,,5177,,51.296276,-2.721176,,
1338,Middle Littleton Tithe Barn,https://www.nationaltrust.org.uk/middle-littleton-tithe-barn,National Trust,"13th-century tithe barn, one of the largest and finest in the country",,225,,52.1213,-1.88429,,
1339,Mill Bay,https://www.nationaltrust.org.uk/mill-bay,National Trust,"Unspoilt, wild coastline with turquoise waters and golden beaches",,6083,,50.229439,-3.7666917,,
1340,Minchinhampton and Rodborough Commons,https://www.nationaltrust.org.uk/minchinhampton-and-rodborough-commons,National Trust,Rolling hills and open spaces above the Stroud Valleys and Severn estuary,,5107,,51.707547,-2.211243,,
1341,Minnowburn,https://www.nationaltrust.org.uk/minnowburn,National Trust,"Close to the city, in the heart of the country",,5036,,54.548434,-5.9526157,,
1342,Moleskin and Markham Hills,https://www.nationaltrust.org.uk/moleskin-and-markham-hills,National Trust,"Wildlife-rich chalk grassland, beech woodland and meadows managed as a nature reserve.",,6212,,51.94473,-0.44615,,
1343,Mompesson House,https://www.nationaltrust.org.uk/mompesson-house,National Trust,Homely and welcoming 18th-century townhouse in the heart of Salisbury's Cathedral Close ,,226,,51.0662,-1.79679,,
1344,Monk's House,https://www.nationaltrust.org.uk/monks-house,National Trust,Leonard and Virginia Woolf's 16th-century country retreat,,227,,50.8396,0.01917,,
1345,Montacute House,https://www.nationaltrust.org.uk/montacute-house,National Trust,"A masterpiece of Elizabethan Renaissance architecture and design, with towering walls of glass, glowing ham stone and surrounding garden.",,228,,50.950569,-2.715212,,
1346,Morden Hall Park,https://www.nationaltrust.org.uk/morden-hall-park,National Trust,A park at the heart of the community,,229,,51.400611,-0.188722,,
1347,Mortehoe,https://www.nationaltrust.org.uk/mortehoe,National Trust,"Gateway to a wild, remote coast with a rich history of wrecking and smuggling. Amazing walking, wildlife and sunbathing seals.",,6217,,51.187373,-4.198934,,
1348,Morven Park,https://www.nationaltrust.org.uk/morven-park,National Trust,20 acres of peaceful parkland located in the heart of Potters Bar,,6193,,51.700131,-0.174226,,
1349,Morville Hall,https://www.nationaltrust.org.uk/morville-hall,National Trust,Stone-built house of Elizabethan origin,,230,,52.544399,-2.49188,,
1350,Morwenstow,https://www.nationaltrust.org.uk/morwenstow,National Trust,A fascinating area of coast steeped in a history dominated by Parson Hawker,,6229,,50.908706,-4.553768,,
1351,Moseley Old Hall,https://www.nationaltrust.org.uk/moseley-old-hall,National Trust,An atmospheric Elizabethan farmhouse that saved a King,,231,,52.635101,-2.10463,,
1352,Mottisfont,https://www.nationaltrust.org.uk/mottisfont,National Trust,A romantic house and gallery set in beautiful riverside gardens,,232,,51.040901,-1.53573,,
1353,Mottistone Gardens and Estate,https://www.nationaltrust.org.uk/mottistone-gardens-and-estate,National Trust,Enchanting gardens set in a sheltered valley and surrounded by rolling downland,,233,,50.652447,-1.4283997,,
1354,Mount Grace Priory,https://www.nationaltrust.org.uk/mount-grace-priory,National Trust,Ruin of a 14th-century Carthusian priory,,235,,54.380402,-1.30984,,
1355,Mount's Bay,https://www.nationaltrust.org.uk/mounts-bay,National Trust,"Look through the opaque cloak of today's apparent wilderness, to see the marks left by the farmers, miners, worshippers and fishermen who worked and walked this coast.",,6102,,50.11421,-5.4521,,
1356,Mount Stewart,https://www.nationaltrust.org.uk/mount-stewart,National Trust,"Neo-classical house, celebrated gardens and demesne",,236,,54.551498,-5.60127,,
1357,Mr Straw's House,https://www.nationaltrust.org.uk/mr-straws-house,National Trust,"Ordinary house, extraordinary home",,319,,53.3148,-1.11243,,
1358,Mullion Cove,https://www.nationaltrust.org.uk/mullion-cove,National Trust,"Originally built in the 1890s, the picturesque harbour at Mullion Cove shelters a small fishing fleet from powerful westerly storms.",,6225,,50.01651,-5.256341,,
1359,Murlough National Nature Reserve,https://www.nationaltrust.org.uk/murlough-national-nature-reserve,National Trust,An extraordinarily beautiful dune landscape,,543,,54.224645,-5.88365,,
1360,Mussenden Temple and Downhill Demesne,https://www.nationaltrust.org.uk/mussenden-temple-and-downhill-demesne,National Trust,Visit this stunning landscape and beautiful gardens.,,110,,55.1609,-6.80705,,
1361,Mwnt,https://www.nationaltrust.org.uk/mwnt,National Trust,Beautiful secluded bay with a sandy beach,,6146,,52.1354,-4.64063,,
1362,Nether Alderley Mill,https://www.nationaltrust.org.uk/nether-alderley-mill,National Trust,"Concealed under the long sloping roof of this medieval building is a fully restored, working corn mill.",,238,,53.281101,-2.23655,,
1363,Newark Park,https://www.nationaltrust.org.uk/newark-park,National Trust,"Tudor hunting lodge to intriguing historic home, set in a spectacular estate",,239,,51.638802,-2.31369,,
1364,New Forest Northern Commons,https://www.nationaltrust.org.uk/new-forest-northern-commons,National Trust,"A colourful mosaic of blooming heather and gorse, braided wetlands and ancient woodland pasture",,6132,,50.873754,-1.7679058,,
1365,Newtown National Nature Reserve and Old Town Hall,https://www.nationaltrust.org.uk/newtown-national-nature-reserve-and-old-town-hall,National Trust,"A quiet backwater with a busy Medieval past, now bursting with wildlife and a town hall with no town...",,6004,,50.713617,-1.4014146,,
1366,Northcott Mouth,https://www.nationaltrust.org.uk/northcott-mouth,National Trust,This small rocky beach opens up to expansive sand and rock pools as the tide drops.,,6228,,50.847404,-4.553248,,
1367,Northey Island,https://www.nationaltrust.org.uk/northey-island,National Trust,The closest you'll get to true wilderness in Essex,,5330,,51.718012,0.702822,,
1368,Noss Mayo,https://www.nationaltrust.org.uk/noss-mayo,National Trust,Discover dramatic cliffs and the tranquil Yealm Estuary,,6081,,50.3071,-4.036142,,
1369,Nostell,https://www.nationaltrust.org.uk/nostell,National Trust,18th-century architectural masterpiece with landscape park and gardens,,241,,53.652599,-1.38881,,
1370,Nuffield Place,https://www.nationaltrust.org.uk/nuffield-place,National Trust,The home of one of the most remarkable men of the 20th century,,4521,,51.585772,-1.02099,,
1371,Nunnington Hall,https://www.nationaltrust.org.uk/nunnington-hall,National Trust,Picturesque Yorkshire manor house with organic garden and exciting exhibitions,,242,,54.204601,-0.97233,,
1372,Nymans,https://www.nationaltrust.org.uk/nymans,National Trust," A garden lovers' home for all seasons, with an extensive yet intimate garden set around a romantic house and ruins. ",,243,,51.05228,-0.1993913,,
1373,Oakhurst Cottage,https://www.nationaltrust.org.uk/oakhurst-cottage,National Trust,A glimpse into England's rural past,,244,,51.132801,-0.62291,,
1374,Ogwen Cottage,https://www.nationaltrust.org.uk/ogwen-cottage,National Trust,Ranger base and outdoor centre nestled between the dramatic Carneddau and Glyderau mountain ranges ,,6235,,53.123328,-4.018443,,
1375,Oldbury Hill,https://www.nationaltrust.org.uk/oldbury-hill,National Trust,Discover the remains of an Iron Age hill fort,,6071,,51.278589,0.262127,,
1376,Old Soar Manor,https://www.nationaltrust.org.uk/old-soar-manor,National Trust,Remains of a late 13th-century knight's dwelling,,247,,51.263059,0.319018,,
1377,One Tree Hill,https://www.nationaltrust.org.uk/one-tree-hill,National Trust,A beautiful slice of Kent countryside,,6072,,51.256627,0.23421297,,
1378,Orford Ness National Nature Reserve,https://www.nationaltrust.org.uk/orford-ness-national-nature-reserve,National Trust,"Internationally important coastal nature reserve, with a fascinating 20th-century military history",,249,,52.087399,1.54772,,
1379,Ormesby Hall,https://www.nationaltrust.org.uk/ormesby-hall,National Trust,"Home to the Pennyman family, Ormesby Hall, garden and parkland is a green oasis in the heart of industrial Middlesbrough.",,250,,54.5432,-1.1829,,
1380,Osterley Park and House,https://www.nationaltrust.org.uk/osterley-park-and-house,National Trust,A Georgian country estate in west London,,251,,51.489498,-0.35289,,
1381,Overbeck's Garden,https://www.nationaltrust.org.uk/overbecks-garden,National Trust,A hidden paradise of subtropical gardens,,252,,50.2202,-3.78489,,
1382,Owletts,https://www.nationaltrust.org.uk/owletts,National Trust,Family home of the renowned architect Sir Herbert Baker,,253,,51.39313,0.391894,,
1383,Oxburgh Hall,https://www.nationaltrust.org.uk/oxburgh-hall,National Trust,"Home to the Bedingfeld family for 500 years, Oxburgh reveals one family's unshakable Catholic faith and story of endurance",,254,,52.581215,0.5702691,,
1384,Packwood House,https://www.nationaltrust.org.uk/packwood-house,National Trust,"Much-restored Tudor house, park and garden with notable topiary",,255,,52.3465,-1.74551,,
1385,Parke,https://www.nationaltrust.org.uk/parke,National Trust,A peaceful retreat set within the beautiful Devon countryside,,5116,,50.594858,-3.689714,,
1386,Patterson's Spade Mill,https://www.nationaltrust.org.uk/pattersons-spade-mill,National Trust,The last working water-driven spade mill in daily use in the British Isles,,256,,54.700777,-6.043718,,
1387,Paycocke's House and Garden,https://www.nationaltrust.org.uk/paycockes-house-and-garden,National Trust,A stunning Tudor merchant's house whose walls have more than a few stories to tell,,257,,51.87075,0.68338,,
1388,Peckover House and Garden,https://www.nationaltrust.org.uk/peckover-house-and-garden,National Trust,Elegant Georgian town house with wonderful walled garden,,258,,52.665487,0.154538,,
1389,Penbryn,https://www.nationaltrust.org.uk/penbryn,National Trust,One of Ceredigion's best-kept secrets,,6150,,52.139237,-4.491561,,
1390,Penmaen and Nicholaston Burrows,https://www.nationaltrust.org.uk/penmaen-and-nicholaston-burrows,National Trust,"Archaeology, lichen rich dunes and the award winning Three Cliffs Bay",,6095,,51.5718,-4.1204,,
1391,"Pennard, Pwll Du and Bishopston Valley",https://www.nationaltrust.org.uk/pennard-pwll-du-and-bishopston-valley,National Trust,"Rich in industrial heritage, caves, ancient woodland and rare species",,6096,,51.5669,-4.0878,,
1392,Penrhyn Castle and Garden,https://www.nationaltrust.org.uk/penrhyn-castle,National Trust,Fantasy castle with industrial and colonial foundations,,259,,53.217338,-4.1013778,,
1393,Penrose,https://www.nationaltrust.org.uk/penrose,National Trust,"Wooded country around Cornwall's largest natural lake. Penrose features woodland tracks, stretches of coastline and open parkland, the perfect backdrop for a day out.",,1130,,50.086196,-5.301873,,
1394,Penshaw Monument,https://www.nationaltrust.org.uk/penshaw-monument,National Trust,Stunning views from this 70-foot high monument,,6130,,54.883243,-1.48092,,
1395,Pentire,https://www.nationaltrust.org.uk/pentire,National Trust,An exceptionally beautiful headland with far reaching views and managed for wildlife.,,900010,,50.581,-4.905,,
1396,Pepperbox Hill,https://www.nationaltrust.org.uk/pepperbox-hill,National Trust,Chalk ridge landmark with far-reaching views and rich natural heritage,,6107,,51.022227,-1.698016,,
1397,Petts Wood and Hawkwood,https://www.nationaltrust.org.uk/petts-wood-and-hawkwood,National Trust,An oasis of peace and tranquillity only 13 miles south-east from the centre of London,,6074,,51.398808,0.082993,,
1398,Petworth,https://www.nationaltrust.org.uk/petworth-house-and-park,National Trust,"Inspired by the Baroque palaces of Europe and nestled in the South Downs, Petworth House displays one of the finest art collections in the care of the National Trust. ",,260,,50.986099,-0.61281,,
1399,Pilsdon Pen,https://www.nationaltrust.org.uk/pilsdon-pen,National Trust,"One of Dorset's prominent landmarks, dominated by an Iron Age hill fort",,5290,,50.8,-2.833333,,
1400,Pin Mill,https://www.nationaltrust.org.uk/pin-mill,National Trust,Enjoy a wander around Pin Mill and escape from it all,,6194,,51.996323,1.213511,,
1401,Pitstone Windmill,https://www.nationaltrust.org.uk/pitstone-windmill,National Trust, A rare and striking example of an early form of post mill,,262,,51.831402,-0.62699,,
1402,Plas Newydd House and Garden,https://www.nationaltrust.org.uk/plas-newydd-house-and-garden,National Trust,"Enchanting mansion and gardens, with spectacular views of Snowdonia. A whole day of things to see and do.",,263,,53.202599,-4.21541,,
1403,Plas yn Rhiw,https://www.nationaltrust.org.uk/plas-yn-rhiw,National Trust,Delightful manor house with ornamental garden and wonderful views,,264,,52.823399,-4.616,,
1404,Plymbridge Woods,https://www.nationaltrust.org.uk/plymbridge-woods,National Trust,A wooded valley opening up to the moors of Dartmoor with a rich and varied industrious past,,5423,,50.4089,-4.0786,,
1405,Poldhu Cove,https://www.nationaltrust.org.uk/poldhu-cove,National Trust,"A sandy sheltered beach on the west coast of the Lizard. A favourite amongst locals and visitors, surfers and wildlife watchers.",,6155,,50.015599,-5.256492,,
1406,Polesden Lacey,https://www.nationaltrust.org.uk/polesden-lacey,National Trust,The perfect setting for an Edwardian country retreat,,265,,51.261002,-0.36886,,
1407,"Polperro, Looe and Whitsand Bay",https://www.nationaltrust.org.uk/polperro-looe-and-whitsand-bay,National Trust,Exploring South East Cornwall's history and culture,,6098,,50.36160123,-4.43098783,,
1408,Porth,https://www.nationaltrust.org.uk/porth,National Trust,Creekside and coastal footpaths make for great walking and wildlife spotting. Towan beach at Porth is perfect for children.,,6224,,50.157783,-4.9867335,,
1409,Porthcurno,https://www.nationaltrust.org.uk/porthcurno,National Trust,Exceptionally beautiful beach on a turquoise bay backed by granite cliffs.,,6143,,50.0473,-5.6558,,
1410,Porthdinllaen,https://www.nationaltrust.org.uk/porthdinllaen,National Trust,An old fishing village perched on the end of a thin ribbon of land stretching into the Irish Sea,,5201,,52.942939,-4.567633,,
1411,Porthor,https://www.nationaltrust.org.uk/porthor,National Trust,Famous for its Ã¢â‚¬Ëœwhistling sands' and glistening waters. ,,5202,,52.832284,-4.7235739,,
1412,Porth y Swnt,https://www.nationaltrust.org.uk/porth-y-swnt,National Trust,"Come in and explore, learn, reflect and enjoy the natural environment",,6144,,52.804818,-4.7116944,,
1413,Port Quin,https://www.nationaltrust.org.uk/port-quin,National Trust,A peaceful sheltered inlet on an outstanding stretch of unspoilt coast,,5425,,50.588931,-4.866948,,
1414,Portstewart Strand,https://www.nationaltrust.org.uk/portstewart-strand,National Trust,Miles of golden sand,,559,,55.172117,-6.724648,,
1415,Powis Castle and Garden,https://www.nationaltrust.org.uk/powis-castle-and-garden,National Trust,Medieval castle rising dramatically above the celebrated garden,,266,,52.6492,-3.15764,,
1416,"Priest's House, Easton on the Hill",https://www.nationaltrust.org.uk/priests-house-easton-on-the-hill,National Trust,Small pre-Reformation stone building,,267,,52.629364,-0.5095124,,
1417,"Priest's House, Muchelney",https://www.nationaltrust.org.uk/priests-house-muchelney,National Trust,Late medieval hall-house in a picturesque village,,268,,51.0214,-2.80763,,
1418,Prior Park Landscape Garden,https://www.nationaltrust.org.uk/prior-park-landscape-garden,National Trust,Beautiful and intimate 18th-century landscape garden in Bath - undergoing a major restoration on its historic dams,,270,,51.367298,-2.34352,,
1419,Priory Cottage,https://www.nationaltrust.org.uk/priory-cottage,National Trust,"Former monastic buildings, now converted into two houses",,271,,51.620098,-1.32658,,
1420,Quarry Bank,https://www.nationaltrust.org.uk/quarry-bank,National Trust,"One of Britain's greatest industrial heritage sites, home to a complete industrial community",,272,,53.3461,-2.2487,,
1421,Quebec House,https://www.nationaltrust.org.uk/quebec-house,National Trust,"Childhood home of General James Wolfe, victor of the Battle of Quebec (1759)",,273,,51.268002,0.07833,,
1422,Rainham Hall,https://www.nationaltrust.org.uk/rainham-hall,National Trust,"An elegant Georgian House with a diverse history, peaceful garden and changing exhibitions to explore.",,274,,51.521696,0.193162,,
1423,Ramsey Abbey Gatehouse,https://www.nationaltrust.org.uk/ramsey-abbey-gatehouse,National Trust,Remains of a former Benedictine abbey,,275,,52.448502,-0.0997,,
1424,Rayleigh Mount,https://www.nationaltrust.org.uk/rayleigh-mount,National Trust,"The site of a medieval castle, now a green oasis for wildlife ",,276,,51.587898,0.60605,,
1425,Red House,https://www.nationaltrust.org.uk/red-house,National Trust,Iconic Arts and Crafts home of William and Jane Morris and the centre of the Pre-Raphaelite circle.,,2503,,51.455623,0.13025478,,
1426,Reigate Hill and Gatton Park,https://www.nationaltrust.org.uk/reigate-hill-and-gatton-park,National Trust,A spectacular escarpment with sweeping views across the Weald,,5445,,51.25422,-0.200137,,
1427,Rhosili and South Gower Coast,https://www.nationaltrust.org.uk/rhosili-and-south-gower-coast,National Trust,Beautiful and breathtaking views on the Gower peninsula,,5131,,51.568525,-4.286882,,
1428,Rievaulx Terrace,https://www.nationaltrust.org.uk/rievaulx-terrace,National Trust,"One of Yorkshire's finest 18th-century landscape gardens, containing two temples",,278,,54.253899,-1.11556,,
1429,Ringstead Bay,https://www.nationaltrust.org.uk/ringstead-bay,National Trust,"Unspoilt beach, farmland and cliffs on the Jurassic Coast",,5062,,50.630861,-2.35342,,
1430,River Wey and Godalming Navigations and Dapdune Wharf,https://www.nationaltrust.org.uk/river-wey-and-godalming-navigations-and-dapdune-wharf,National Trust,Tranquil waterway running for nearly 20 miles through the heart of Surrey,,279,,51.2421,-0.57808,,
1431,Roseberry Topping,https://www.nationaltrust.org.uk/roseberry-topping,National Trust,Distinctive and iconic landmark with fine views across North Yorkshire and Cleveland,,282,,54.5056,-1.10471,,
1432,Rosedene,https://www.nationaltrust.org.uk/rosedene,National Trust,Mid 19th-century Chartist cottage,,2588,,52.354698,-2.10304,,
1433,Roseland,https://www.nationaltrust.org.uk/roseland,National Trust,"Discover secluded bays, magical creeks - a quieter pace of life",,6133,,50.185857,-4.9680841,,
1434,The Roundhouse,https://www.nationaltrust.org.uk/roundhouse-birmingham,National Trust,"Nineteenth century canal-side stables and stores in Birmingham city centre. To be transformed into a hub from which to explore the city by foot, bike or boat.",,6247,,52.478946,-1.918828,,
1435,Rowallane Garden,https://www.nationaltrust.org.uk/rowallane-garden,National Trust,A treasure trove of magical gardens and woodlands,,281,,54.447102,-5.82684,,
1436,Rufford Old Hall,https://www.nationaltrust.org.uk/rufford-old-hall,National Trust,"A fine Tudor building, the home for stories of romance, wealth and 500 years of Hesketh family history.",,283,,53.63775,-2.81365,,
1437,Runnymede and Ankerwycke,https://www.nationaltrust.org.uk/runnymede-and-ankerwycke,National Trust,Riverside site of the sealing of Magna Carta,,284,,51.44799,-0.566896,,
1438,Saddlescombe Farm and Newtimber Hill,https://www.nationaltrust.org.uk/saddlescombe-farm-and-newtimber-hill,National Trust,A hidden hamlet nestled in the downs,,5253,,50.888979,-0.1943217,,
1439,Saltram,https://www.nationaltrust.org.uk/saltram,National Trust,"A house full of treasures, stories & intrigue. A secret garden to lose yourself in, plus a park that cyclists, walkers, & our four legged friends love.",,289,,50.3815,-4.08548,,
1440,Sandham Memorial Chapel,https://www.nationaltrust.org.uk/sandham-memorial-chapel,National Trust,World famous chapel containing Stanley Spencer's visionary paintings,,290,,51.344799,-1.33691,,
1441,Sandilands,https://www.nationaltrust.org.uk/sandilands,National Trust,A new haven for nature on Lincolnshire's wild coast,,900011,,53.298127,0.294369,,
1442,Sand Point,https://www.nationaltrust.org.uk/sand-point,National Trust,"A natural pier into the Bristol Channel, north of Weston-super-Mare and Brean Down. Perfect for picnics; views across Sand Bay.",,6238,,51.388837,-2.963809,,
1443,Sandscale Haws National Nature Reserve,https://www.nationaltrust.org.uk/sandscale-haws-national-nature-reserve,National Trust,Outstanding dune habitat supporting a wealth of wildlife and with magnificent views across the Duddon Estuary onto the Lakeland Fells.,,5162,,54.170756,-3.225736,,
1444,Sandymouth,https://www.nationaltrust.org.uk/sandymouth,National Trust,A popular but unspoilt beach of pebbles and sand backed by incredible twisted cliffs.,,5414,,50.861586,-4.553875,,
1445,Scotney Castle,https://www.nationaltrust.org.uk/scotney-castle,National Trust,Romantic garden with view of 14th century moated castle and the Victorian country mansion and - all in a beautiful wooded estate,,291,,51.092783,0.408198,,
1446,Seaton Delaval Hall,https://www.nationaltrust.org.uk/seaton-delaval-hall,National Trust,A place of great theatre and drama,,4032,,55.082846,-1.496508,,
1447,Selborne Common,https://www.nationaltrust.org.uk/selborne-common,National Trust,Discover the magnificent beech woods and flower-filled meadows that inspired Gilbert White,,6157,,51.096107,-0.951764,,
1448,Selworthy,https://www.nationaltrust.org.uk/selworthy,National Trust,"A timeless rural landscape of thatched cottages, nestled in the vale of the Holnicote Estate.",,6241,,51.210558,-3.547135,,
1449,Sennen to Penberth,https://www.nationaltrust.org.uk/sennen-to-penberth,National Trust,"The south coast of Penwith vividly expresses the changes in man's use of the land over time. From towering cliffs keeping watch over the western approaches, to gentle, lush valley slopes, and sun kissed beaches Ã¢â‚¬â€œ all is here.",,6101,,50.047585,-5.630339,,
1450,Shalford Mill,https://www.nationaltrust.org.uk/shalford-mill,National Trust,18th-century watermill with well-preserved machinery,,293,,51.2192,-0.56645,,
1451,Sharpenhoe,https://www.nationaltrust.org.uk/sharpenhoe,National Trust,Ancient woodland and chalk escarpment with fantastic views,,5306,,51.95354,-0.450765,,
1452,Shaugh Bridge,https://www.nationaltrust.org.uk/shaugh-bridge,National Trust,Ancient oakwoods and mossy boulders cloak the Plym Valley; riverside walks pass the atmospheric Dewerstone Rocks and industrial ruins.,,6236,,50.453951,-4.06731,,
1453,Shaw's Corner,https://www.nationaltrust.org.uk/shaws-corner,National Trust,Country home of playwright Bernard Shaw for 44 years,,294,,51.836215,-0.26844,,
1454,Sheffield Park and Garden,https://www.nationaltrust.org.uk/sheffield-park-and-garden,National Trust,Acres of landscape garden bordered by historic parkland and woodland,,295,,51,0.0094,,
1455,Sheringham Park,https://www.nationaltrust.org.uk/sheringham-park,National Trust,Landscape park and woodland garden with miles of stunning coastal views,,296,,52.9240788,1.1814163,,
1456,Shugborough Estate,https://www.nationaltrust.org.uk/shugborough-estate,National Trust,"A Staffordshire paradise: a rich blend of landscape, monuments, gardens and architecture, shaped by exploration and global encounters.",,297,,52.789294,-2.033064,,
1457,Sidmouth countryside,https://www.nationaltrust.org.uk/sidmouth-countryside,National Trust,Gentle countryside walks and coastal hikes,,6091,,50.693485,-3.2076165,,
1458,Sissinghurst Castle Garden,https://www.nationaltrust.org.uk/sissinghurst-castle-garden,National Trust,"Historic, poetic, iconic; a refuge dedicated to beauty. Vita Sackville-West and Harold Nicolson fell in love with Sissinghurst Castle and created a world renowned garden. ",,299,,51.113899,0.58511,,
1459,Sizergh,https://www.nationaltrust.org.uk/sizergh,National Trust,Beautiful medieval house with rich gardens and estate,,300,,54.284168,-2.7716124,,
1460,Skenfrith Castle,https://www.nationaltrust.org.uk/skenfrith-castle,National Trust,Remains of an early 13th-century fortress,,301,,51.8778,-2.78942,,
1461,Slindon Estate,https://www.nationaltrust.org.uk/slindon-estate,National Trust,A great and ancient downland estate,,6062,,50.8608835,-0.6364376,,
1462,Smallhythe Place,https://www.nationaltrust.org.uk/smallhythe-place,National Trust,Ellen Terry's early 16th-century house and cottage gardens,,302,,51.0383,0.70182,,
1463,Snowshill Manor and Garden,https://www.nationaltrust.org.uk/snowshill-manor-and-garden,National Trust,"Snowshill is the unconventional home of the eccentric Charles Wade, who delighted in creating a stage for his life and passions.",,303,,52.006093,-1.861509,,
1464,Solva Coast,https://www.nationaltrust.org.uk/solva-coast,National Trust,"Solva's jutting headlands, gentle valleys and sweeping shores all have a tale to tell. From Iron Age settlements and industry to chilling coastal chronicles, there's lots to uncover.",,5410,,51.874002,-5.188659,,
1465,Souter Lighthouse and The Leas,https://www.nationaltrust.org.uk/souter-lighthouse-and-the-leas,National Trust,A marvel of its age,,304,,54.967999,-1.36124,,
1466,South Foreland Lighthouse,https://www.nationaltrust.org.uk/south-foreland-lighthouse,National Trust,The first lighthouse to use an electric light,,305,,51.1320901,1.3345979,,
1467,South Milton Sands,https://www.nationaltrust.org.uk/south-milton-sands,National Trust,"A long sweep of golden sand and rock pools, with crystal clear waters and iconic rock archway",,794,,50.259597,-3.857038,,
1468,South Snowdonia,https://www.nationaltrust.org.uk/south-snowdonia,National Trust,"Remote unspoilt mountains steeped in history, deep wooded valleys and spectacular estuaries",,6014,,52.80119,-3.88969,,
1469,Southwood Estate,https://www.nationaltrust.org.uk/southwood-estate,National Trust,"Explore Southwood's timeless landscape of wooded valleys, floral fields and craggy clifftops. Stretching straight to the sea, this charming coastal spot is full of scenic surprises.",,6206,,51.8509,-5.1142,,
1470,Speke Hall,https://www.nationaltrust.org.uk/speke-hall-garden-and-estate,National Trust,"A green oasis with a rare Tudor house at its heart, surrounded by beautiful gardens, woodland and glorious views over the River Mersey.",,306,,53.336498,-2.87353,,
